id_transaction,id_commande_anon,id_client,type_client,nouveau_ou_fidele,date_commande,wilaya,categorie_produit,produit,quantite,montant_da,moyen_paiement,statut_commande,produit_key
9675,17522,CLT_03769,B2C,Returning,2024-05-24,Tizi Ouzou,Pièces de rechange pour S.A.V.,Capteur Holl,3.0,1928.37,Paiement à la livraison,En livraison par NOEST,Capteur Holl
9681,17734,CLT_01681,B2C,Returning,2024-06-20,Skikda,Électricité,Prise téléphone NOOR,1.0,164.12,Paiement à la livraison,En livraison par NOEST,Prise téléphone
9694,17656,CLT_03673,B2C,Returning,2024-06-11,El Oued,Sanitaire,Capteur de température ECS pour chauffe-eau à T° const,3.0,437.64,Paiement à la livraison,En livraison par NOEST,Capteur de temp
9715,17178,CLT_00439,B2C,New,2024-04-15,Alger,Sanitaire,Mitigeur cuisine murale Razy Noir,1.0,7708.91,Paiement à la livraison,Retour NOEST,Mitigeur cuisin
9741,17680,CLT_01657,B2C,Returning,2024-06-14,Djelfa,Électricité,Spot 3D LED ( 3 couleurs ) - 18 watt,7.0,2872.04,Paiement à la livraison,En livraison par NOEST,Spot 3D LED ( 3
9818,17582,CLT_02938,B2C,New,2024-06-02,Alger,Électricité,Transformateur DC 24V/1A,1.0,834.26,Paiement à la livraison,En livraison par NOEST,Transformateur
9835,13024,CLT_01555,B2C,New,2023-01-09,Boumerdès,Sanitaire,Kit complet partie eau 10L,1.0,3920.56,Paiement à la livraison,Retour NOEST,Kit complet par
9859,17139,CLT_03080,B2C,Returning,2024-04-11,Sidi Bel Abbès,Menuiserie,PORTE PLEINE EN WPC 1230mm AVEC CADRE EN WPC - Gris Nardo,1.0,35674.6,Paiement à la livraison,Partiellement payé,PORTE PLEINE EN
9872,15321,CLT_03725,B2C,New,2023-10-21,Oum El Bouaghi,Électricité,Interrupteur simple NOOR,7.0,1084.99,Paiement à la livraison,Partiellement remboursée,Interrupteur si
9875,17694,CLT_00764,B2C,Returning,2024-06-15,Sidi Bel Abbès,Électricité,Interrupteur Crépusculaire Extérieur (photocellule),40.0,59081.92,Virement / Versement  bancaire,En attente,Interrupteur Cr
9881,13660,CLT_03545,B2C,New,2023-03-22,Béjaïa,Électricité,Prise de protection réglable,2.0,2315.87,Paiement à la livraison,Retour NOEST,Prise de protec
9893,14448,CLT_01700,B2C,New,2023-07-04,Blida,Électricité,Disjoncteur ECB5 DPN.1P+N.1,5.0,2302.19,Paiement à la livraison,Retour NOEST,Disjoncteur ECB
9898,17738,CLT_03797,B2C,Returning,2024-06-21,Annaba,Sanitaire,Pressostat pour chauffe-eau à T° const,2.0,620.0,Paiement à la livraison,En livraison par NOEST,Pressostat pour
9938,17623,CLT_03968,B2C,New,2024-06-09,Jijel,Électricité,Disjoncteur ECB5 DPN.1P+N.10,72.0,33151.52,Virement / Versement  bancaire,En livraison par NOEST,Disjoncteur ECB
9947,13958,CLT_03298,B2C,Returning,2023-05-03,Annaba,Électricité,Protecteur de tension réglable PTDR2 40 A,3.0,4745.7,Paiement à la livraison,Retour NOEST,Protecteur de t
9948,13912,CLT_02118,B2C,New,2023-04-27,Béjaïa,Électricité,Spot 3D LED - 18 watt,49.0,18987.36,Paiement à la livraison,Retour NOEST,Spot 3D LED - 1
9994,17566,CLT_00875,B2C,New,2024-05-31,Médéa,Sanitaire,Distributeur 5 voies,2.0,7202.89,Paiement à la livraison,En livraison par NOEST,Distributeur 5
10065,17731,CLT_03973,B2C,New,2024-06-20,Constantine,Sanitaire,Mitigeur Amen Cuisine Blanc,1.0,5124.08,Paiement à la livraison,En livraison par NOEST,Mitigeur Amen C
10086,17739,CLT_02792,B2C,Returning,2024-06-21,Mila,Électricité,Prise réseau NOOR,20.0,4102.91,Paiement à la livraison,En livraison par NOEST,Prise réseau NO
10126,17652,CLT_03673,B2C,Returning,2024-06-10,Annaba,Sanitaire,Chauffe-eau à température constante WCT-16L (Gaz Naturel) - Blanc,1.0,29176.26,Paiement à la livraison,En livraison par NOEST,Chauffe-eau à t
10160,17642,CLT_03812,B2C,Returning,2024-06-10,Mila,Sanitaire,Pressostat pour chauffe-eau à T° const,3.0,929.99,Paiement à la livraison,En livraison par NOEST,Pressostat pour
10166,17714,CLT_02400,B2C,New,2024-06-18,Djelfa,Électricité,Protecteur de tension et courant réglable PTDR3.40A,4.0,7166.42,Paiement à la livraison,En livraison par NOEST,Protecteur de t
10181,17734,CLT_01681,B2C,Returning,2024-06-20,Skikda,Électricité,Cadre appareillage externe triplé NOOR,5.0,136.76,Paiement à la livraison,En livraison par NOEST,Cadre appareill
10245,17548,CLT_01086,B2C,Returning,2024-05-29,Tlemcen,Électricité,Interrupteur double allumage Adenium,2.0,492.35,Paiement à la livraison,En livraison par NOEST,Interrupteur do
10270,17577,CLT_01551,B2C,New,2024-06-01,Chlef,Électricité,Protecteur de tension et courant réglable triphasé domestique PTDR4-D 63A,1.0,4321.73,Paiement à la livraison,En livraison par NOEST,Protecteur de t
10278,17621,CLT_01934,B2C,New,2024-06-06,Oran,Sanitaire,Mitigeur Bidet Mural,10.0,43262.92,Paiement à la livraison,En livraison par NOEST,Mitigeur Bidet
10316,17611,CLT_01878,B2C,New,2024-06-05,Relizane,Sanitaire,Chauffe-eau à température constante WCT-12L (Gaz Naturel) - Blanc,1.0,26440.98,Paiement à la livraison,En livraison par NOEST,Chauffe-eau à t
10344,17698,CLT_03976,B2C,New,2024-06-16,Alger,Sanitaire,Mitigeur Bidet Série 07,1.0,2707.92,Paiement à la livraison,En livraison par NOEST,Mitigeur Bidet
10362,17718,CLT_03257,B2C,Returning,2024-06-19,Jijel,Électricité,Protecteur de tension et courant réglable PTDR5.63A,1.0,1595.58,Paiement à la livraison,En livraison par NOEST,Protecteur de t
10386,17744,CLT_02436,B2C,New,2024-06-21,Blida,Électricité,Sonnette avec 2 boutons 4 fils VFE01B2,1.0,8658.24,CIB / EDAHABIA,Attente paiement,Sonnette avec 2
10408,17331,CLT_03870,B2C,Returning,2024-05-03,Skikda,Électricité,Interrupteur triple allumage NOOR,4.0,911.76,Paiement à la livraison,Retour NOEST,Interrupteur tr
10469,14913,CLT_03676,B2C,New,2023-09-08,Tizi Ouzou,Électricité,Prise réseau DIAA Glass,1.0,437.64,Paiement à la livraison,Partiellement remboursée,Prise réseau DI
10501,17738,CLT_03797,B2C,Returning,2024-06-21,Annaba,Pièces de rechange pour S.A.V.,Capteur Holl,2.0,1285.58,Paiement à la livraison,En livraison par NOEST,Capteur Holl
10566,16374,CLT_01269,B2C,Returning,2024-01-21,Sétif,Pièces de rechange pour S.A.V.,Soupape de décharge,8.0,6127.01,Paiement à la livraison,Retour NOEST,Soupape de déch
10579,17569,CLT_00057,B2C,New,2024-06-01,Saïda,Électricité,Ruban LED RGB 1 ligne 8W (Multi-couleurs),1.0,151.9,CIB / EDAHABIA,En livraison par NOEST,Ruban LED RGB 1
10606,17739,CLT_02792,B2C,Returning,2024-06-21,Mila,Électricité,Prise avec terre NOOR,35.0,5744.08,Paiement à la livraison,En livraison par NOEST,Prise avec terr
10650,17696,CLT_03775,B2C,Returning,2024-06-15,Batna,Sanitaire,Ventilateur 8W pour chauffe-eau à T° const WCT 12L,2.0,2361.45,Paiement à la livraison,En livraison par NOEST,Ventilateur 8W
10663,15011,CLT_01740,B2C,New,2023-09-17,Mostaganem,Électricité,Prise téléphone DIAA Métal,1.0,506.03,Paiement à la livraison,Partiellement remboursée,Prise téléphone
10691,17662,CLT_02440,B2C,New,2024-06-11,Béjaïa,Sanitaire,Echangeur pour chauffe-eau à T° const WCT 12L,1.0,11351.39,Paiement à la livraison,En livraison par NOEST,Echangeur pour
10702,17482,CLT_00453,B2C,New,2024-05-18,Mascara,Électricité,Protecteur de tension et courant réglable PTDR3.40A,1.0,1791.6,Paiement à la livraison,Retour NOEST,Protecteur de t
10719,17550,CLT_03956,B2C,New,2024-05-30,Alger,Électricité,Protecteur de tension et courant réglable triphasé domestique PTDR4-D 63A,1.0,4235.3,CIB / EDAHABIA,En livraison par NOEST,Protecteur de t
10740,17590,CLT_03701,B2C,Returning,2024-06-02,Alger,Pièces de rechange pour S.A.V.,Capteur de température ECS 10kOhm,2.0,382.94,Paiement à la livraison,En livraison par NOEST,Capteur de temp
10763,17679,CLT_03673,B2C,Returning,2024-06-14,Relizane,Non catégorisé,Moniteur 4 fils 7 pouces VFE03 - Blanc,1.0,15312.98,Paiement à la livraison,En livraison par NOEST,Moniteur 4 fils
10790,17537,CLT_01066,B2C,Returning,2024-05-25,Annaba,Menuiserie,Serrure de porte - Serrure à canon,2.0,2370.57,Paiement à la livraison,En livraison par NOEST,Serrure de port
10794,17626,CLT_03673,B2C,Returning,2024-06-09,Alger,Électricité,Disjoncteur différentiel sensible 30mA 1P+N DDS.32A,50.0,94619.97,Paiement par chèque,En attente,Disjoncteur dif
10820,17730,CLT_03979,B2C,New,2024-06-20,Jijel,Sanitaire,Kit complet partie eau 6L,1.0,3920.56,Paiement à la livraison,En livraison par NOEST,Kit complet par
10825,17331,CLT_03870,B2C,Returning,2024-05-03,Skikda,Électricité,Interrupteur va et vient NOOR,2.0,319.12,Paiement à la livraison,Retour NOEST,Interrupteur va
10839,17606,CLT_02068,B2C,New,2024-06-04,Alger,Électricité,Prise simple DIAA Glass,1.0,437.64,Paiement à la livraison,En livraison par NOEST,Prise simple DI
10845,17569,CLT_00057,B2C,New,2024-06-01,Saïda,Sanitaire,Rallonge du conduit de fumée concentrique (1m) chauffe-eau 12L,1.0,1384.96,CIB / EDAHABIA,En livraison par NOEST,Rallonge du con
10875,17743,CLT_03342,B2C,Returning,2024-06-21,Chlef,Électricité,Protecteur de tension et courant réglable PTDR5.63A,1.0,1595.58,Paiement à la livraison,En livraison par NOEST,Protecteur de t
10889,17205,CLT_03776,B2C,Returning,2024-04-19,Blida,Sanitaire,Echangeur 10L,1.0,8907.88,Paiement à la livraison,Retour NOEST,Echangeur 10L
10897,17712,CLT_03155,B2C,Returning,2024-06-18,Tlemcen,Électricité,Cadre appareillage externe triplé DIAA - Doré,15.0,4581.58,Paiement à la livraison,En livraison par NOEST,Cadre appareill
10911,17683,CLT_01086,B2C,Returning,2024-06-14,Tlemcen,Électricité,Prise avec terre NOOR,14.0,2297.63,Paiement à la livraison,En livraison par NOEST,Prise avec terr
10916,13917,CLT_01003,B2C,Returning,2023-04-28,Oran,Sanitaire,Bloc de gaz,1.0,6774.36,Paiement à la livraison,Retour NOEST,Bloc de gaz
10917,17683,CLT_01086,B2C,Returning,2024-06-14,Tlemcen,Électricité,Prise satellite NOOR,6.0,1176.17,Paiement à la livraison,En livraison par NOEST,Prise satellite
10996,15185,CLT_01759,B2C,Returning,2023-10-06,Boumerdès,Non catégorisé,Capteur de débit - 24kw,2.0,3419.09,Paiement à la livraison,Retour NOEST,Capteur de débi
11029,13678,CLT_01420,B2C,New,2023-03-26,Alger,Sanitaire,Mitigeur Lavabo Tulip,3.0,15372.24,Paiement à la livraison,Retour NOEST,Mitigeur Lavabo
11064,17653,CLT_03673,B2C,Returning,2024-06-11,Khenchela,Sanitaire,Mitigeur Amen Bain douche Noir,1.0,6291.13,Paiement à la livraison,En livraison par NOEST,Mitigeur Amen B
11107,17538,CLT_03701,B2C,Returning,2024-05-26,Alger,Sanitaire,Electrode d’allumage pour chauffe-eau à T° const,2.0,1057.64,Paiement à la livraison,En livraison par NOEST,Electrode d’all
11115,17580,CLT_03763,B2C,Returning,2024-06-02,Oran,Sanitaire,Carte de contrôle électronique pour chauffe-eau à T° const WCT 12L,1.0,2106.16,Paiement à la livraison,En livraison par NOEST,Carte de contrô
11129,17139,CLT_03080,B2C,Returning,2024-04-11,Sidi Bel Abbès,Menuiserie,Poignée de Porte Intérieur Victoria à Canon - Séparément de la porte,7.0,12764.61,Paiement à la livraison,Partiellement payé,Poignée de Port
11162,13958,CLT_03298,B2C,Returning,2023-05-03,Annaba,Électricité,Protecteur de tension et courant réglable PTDR3.40A,2.0,3583.21,Paiement à la livraison,Retour NOEST,Protecteur de t
11163,14617,CLT_01910,B2C,New,2023-07-28,Mascara,Électricité,Interrupteur simple Adenium,4.0,711.17,Paiement à la livraison,Retour NOEST,Interrupteur si
11180,17557,CLT_02609,B2C,Returning,2024-05-31,Aïn Defla,Électricité,Disjoncteur différentiel sensible 300mA TRI ND DPE1.4P.45,1.0,4102.91,Paiement à la livraison,En livraison par NOEST,Disjoncteur dif
11182,17642,CLT_03812,B2C,Returning,2024-06-10,Mila,Sanitaire,Afficheur pour chauffe-eau à T° const,4.0,5744.08,Paiement à la livraison,En livraison par NOEST,Afficheur pour
11224,17577,CLT_01551,B2C,New,2024-06-01,Chlef,Électricité,Prise avec terre +2 USB DIAA Acrylique - Doré,13.0,15467.97,Paiement à la livraison,En livraison par NOEST,Prise avec terr
11226,17381,CLT_03944,B2C,New,2024-05-09,Bouira,Électricité,Prise avec terre DIAA Acrylique - Noir,1.0,351.03,Paiement à la livraison,Partiellement remboursée,Prise avec terr
11271,17700,CLT_00013,B2C,New,2024-06-16,Aïn Témouchent,Sanitaire,Cumulus électrique 100L,1.0,24482.53,CIB / EDAHABIA,En livraison par NOEST,Cumulus électri
11273,17521,CLT_01847,B2C,Returning,2024-05-24,Béchar,Électricité,Prise double simple Adenium,1.0,232.5,Paiement à la livraison,En livraison par NOEST,Prise double si
11279,17331,CLT_03870,B2C,Returning,2024-05-03,Skikda,Sanitaire,Mitigeur Bain douche Fly,1.0,9391.11,Paiement à la livraison,Retour NOEST,Mitigeur Bain d
11298,17592,CLT_03080,B2C,Returning,2024-06-03,Chlef,Sanitaire,Chauffe-eau à température constante XCT-12L (Gaz Butane) - Gris,1.0,27352.74,Paiement à la livraison,En livraison par NOEST,Chauffe-eau à t
11314,13085,CLT_02887,B2C,Returning,2023-01-15,Tizi Ouzou,Électricité,Prise satellite NOOR,4.0,791.41,Paiement à la livraison,Retour NOEST,Prise satellite
11326,14013,CLT_01782,B2C,New,2023-05-09,Bordj Bou Arreridj,Électricité,Prise double simple DIAA Glass,1.0,706.61,Paiement à la livraison,Retour NOEST,Prise double si
11327,17595,CLT_00826,B2C,New,2024-06-03,Chlef,Électricité,Prise de protection réglable,1.0,1062.2,Paiement à la livraison,En livraison par NOEST,Prise de protec
11355,17573,CLT_03961,B2C,New,2024-06-01,Boumerdès,Sanitaire,Brûleur pour chauffe-eau à T° const WCT 12L,1.0,1021.17,Paiement à la livraison,En livraison par NOEST,Brûleur pour ch
11358,13085,CLT_02887,B2C,Returning,2023-01-15,Tizi Ouzou,Électricité,Interrupteur Simple Allumage Acrylique - Noir,1.0,350.12,Paiement à la livraison,Retour NOEST,Interrupteur Si
11359,14913,CLT_03676,B2C,New,2023-09-08,Tizi Ouzou,Électricité,Interrupteur Double Allumage DIAA Glass,1.0,437.64,Paiement à la livraison,Partiellement remboursée,Interrupteur Do
11383,15252,CLT_01849,B2C,Returning,2023-10-13,Alger,Pièces de rechange pour S.A.V.,Pompe Grundfos 76 w,4.0,45806.72,Paiement à la livraison,Retour NOEST,Pompe Grundfos
11405,17532,CLT_02012,B2C,Returning,2024-05-25,Tlemcen,Menuiserie,"PORTE PLEINE EN PVC NID ABEILLE 830mm AVEC CADRE EN WPC - Marron Fauve, Venus",6.0,149345.96,Paiement à la livraison,Partiellement payé,PORTE PLEINE EN
11410,17539,CLT_03955,B2C,New,2024-05-26,Alger,Sanitaire,Chauffe-eau à température constante WCT-16L (Gaz Naturel) - Blanc,1.0,29176.26,Paiement à la livraison,En livraison par NOEST,Chauffe-eau à t
11428,17521,CLT_01847,B2C,Returning,2024-05-24,Béchar,Électricité,Interrupteur double allumage DIAA Métal,1.0,506.03,Paiement à la livraison,En livraison par NOEST,Interrupteur do
11459,17584,CLT_03780,B2C,Returning,2024-06-02,Tlemcen,Sanitaire,Carte de contrôle électronique pour chauffe-eau à T° const WCT 16L,1.0,2106.16,Paiement à la livraison,En livraison par NOEST,Carte de contrô
11521,17521,CLT_01847,B2C,Returning,2024-05-24,Béchar,Électricité,Interrupteur va et vient Acrylique - Doré,4.0,1404.11,Paiement à la livraison,En livraison par NOEST,Interrupteur va
11522,17635,CLT_02980,B2C,Returning,2024-06-10,Blida,Électricité,Carte de contrôle électronique,1.0,12354.32,Paiement à la livraison,En livraison par NOEST,Carte de contrô
11568,15823,CLT_03080,B2C,Returning,2023-12-06,Chlef,Sanitaire,Panneau de verre pour chauffe-eau à T° const - Noir,1.0,3592.33,Paiement à la livraison,Retour NOEST,Panneau de verr
11576,17718,CLT_03257,B2C,Returning,2024-06-19,Jijel,Électricité,Cadre appareillage externe doublé DIAA - Noir,2.0,419.41,Paiement à la livraison,En livraison par NOEST,Cadre appareill
11691,15354,CLT_01394,B2C,Returning,2023-10-25,Mila,Pièces de rechange pour S.A.V.,Ventilateur 35W,1.0,3414.53,Paiement à la livraison,Partiellement remboursée,Ventilateur 35W
11694,17603,CLT_01261,B2C,New,2024-06-04,Alger,Sanitaire,Mitigeur Cuisine Razy,1.0,6473.57,CIB / EDAHABIA,En livraison par NOEST,Mitigeur Cuisin
11707,17598,CLT_03964,B2C,New,2024-06-03,Jijel,Sanitaire,Distributeur 2 voies,1.0,1422.34,Paiement à la livraison,En livraison par NOEST,Distributeur 2
11720,17612,CLT_00196,B2C,New,2024-06-05,Alger,Électricité,Démarqueur monophasé,1.0,1686.75,Paiement à la livraison,Retour NOEST,Démarqueur mono
11734,17735,CLT_03837,B2C,Returning,2024-06-21,Alger,Sanitaire,Capteur de température ECS pour chauffe-eau à T° const,3.0,287.2,Paiement à la livraison,En attente,Capteur de temp
11757,17588,CLT_00001,B2C,New,2024-06-02,Béjaïa,Électricité,Tableau de distribution 36 modules,1.0,3145.57,Paiement à la livraison,En livraison par NOEST,Tableau de dist
11758,17719,CLT_02921,B2C,New,2024-06-19,Mila,Électricité,Prise avec terre DIAA Acrylique - Noir,2.0,702.05,Paiement à la livraison,En livraison par NOEST,Prise avec terr
11763,16374,CLT_01269,B2C,Returning,2024-01-21,Sétif,Pièces de rechange pour S.A.V.,Thermocontact 95°C,1.0,291.76,Paiement à la livraison,Retour NOEST,Thermocontact 9
11885,17719,CLT_02921,B2C,New,2024-06-19,Mila,Menuiserie,Cadre appareillage NOOR - Gris,8.0,109.41,Paiement à la livraison,En livraison par NOEST,Cadre appareill
11892,17551,CLT_03900,B2C,Returning,2024-05-30,Alger,Menuiserie,"PORTE PLEINE EN PVC NID ABEILLE 830mm AVEC CADRE EN WPC - Gris Nardo, Astrid",21.0,442293.81,Paiement par chèque,En attente,PORTE PLEINE EN
11895,17331,CLT_03870,B2C,Returning,2024-05-03,Skikda,Électricité,Disjoncteur différentiel sensible 30mA 1P+N DDS.32A,2.0,3847.62,Paiement à la livraison,Retour NOEST,Disjoncteur dif
11900,17634,CLT_02019,B2C,New,2024-06-10,Alger,Électricité,Prise de protection réglable,2.0,2124.4,Paiement à la livraison,En livraison par NOEST,Prise de protec
11939,15964,CLT_03080,B2C,Returning,2023-12-16,Guelma,Non catégorisé,Echangeur de chaleur principal - 32-36 KW,1.0,24316.59,Paiement à la livraison,Retour NOEST,Echangeur de ch
11944,17678,CLT_02540,B2C,New,2024-06-14,Médéa,Sanitaire,Chauffe-eau à température constante XCT-12L (Gaz Butane) - Gris,1.0,27352.74,Paiement à la livraison,En livraison par NOEST,Chauffe-eau à t
11955,15964,CLT_03080,B2C,Returning,2023-12-16,Guelma,Non catégorisé,Echangeur de chaleur principal - 24 KW,1.0,21973.37,Paiement à la livraison,Retour NOEST,Echangeur de ch
11969,17722,CLT_04048,B2C,Returning,2024-06-20,Tiaret,Électricité,Moniteur 2 fils 4.3 pouces VFE11,1.0,7385.24,Paiement à la livraison,En livraison par NOEST,Moniteur 2 fils
11977,14013,CLT_01782,B2C,New,2023-05-09,Bordj Bou Arreridj,Électricité,Prise double simple DIAA Acrylique - Noir,2.0,893.52,Paiement à la livraison,Retour NOEST,Prise double si
12009,14870,CLT_02398,B2C,Returning,2023-08-31,Mostaganem,Électricité,Prise avec terre NIR,3.0,642.79,Paiement à la livraison,Partiellement remboursée,Prise avec terr
12085,17331,CLT_03870,B2C,Returning,2024-05-03,Skikda,Électricité,Prise double avec terre NOOR,22.0,6117.9,Paiement à la livraison,Retour NOEST,Prise double av
12124,15354,CLT_01394,B2C,Returning,2023-10-25,Mila,Sanitaire,Bloc de gaz pour chauffe-eau à T° const,1.0,1103.23,Paiement à la livraison,Partiellement remboursée,Bloc de gaz pou
12145,15354,CLT_01394,B2C,Returning,2023-10-25,Mila,Pièces de rechange pour S.A.V.,Ventilateur 45W,1.0,4513.2,Paiement à la livraison,Partiellement remboursée,Ventilateur 45W
12193,17646,CLT_03773,B2C,Returning,2024-06-10,Aïn Témouchent,Pièces de rechange pour S.A.V.,Pompe Grundfos 76 w,1.0,10530.8,Paiement à la livraison,En livraison par NOEST,Pompe Grundfos
12218,17698,CLT_03976,B2C,New,2024-06-16,Alger,Sanitaire,Mitigeur Amen Lavabo Blanc,1.0,3820.27,Paiement à la livraison,En livraison par NOEST,Mitigeur Amen L
12236,16950,CLT_01287,B2C,Returning,2024-03-22,Tipaza,Sanitaire,Chauffe-eau à température constante XCT-12L (Gaz Butane) - Gris,1.0,27352.74,Paiement à la livraison,Partiellement remboursée,Chauffe-eau à t
12281,17570,CLT_03716,B2C,Returning,2024-06-01,Alger,Sanitaire,Compteur d’eau semi sec à jet multiple MOD.SD-1,3.0,15317.53,Paiement à la livraison,En livraison par NOEST,Compteur d’eau
12326,13085,CLT_02887,B2C,Returning,2023-01-15,Tizi Ouzou,Électricité,Interrupteur simple NOOR,12.0,1838.1,Paiement à la livraison,Retour NOEST,Interrupteur si
12332,17536,CLT_03122,B2C,New,2024-05-25,Alger,Électricité,Interrupteur différentiel sensible 30mA IDE2.2P63,1.0,1951.16,Paiement à la livraison,En livraison par NOEST,Interrupteur di
12496,17139,CLT_03080,B2C,Returning,2024-04-11,Sidi Bel Abbès,Menuiserie,"PORTE PLEINE EN WPC 730mm AVEC CADRE EN WPC - Gris Nardo, Astrid",4.0,101486.98,Paiement à la livraison,Partiellement payé,PORTE PLEINE EN
12621,17667,CLT_01000,B2C,Returning,2024-06-12,Boumerdès,Électricité,Spot LED Orientable (lumière jaune) - 5 watt,8.0,1458.81,Paiement à la livraison,En livraison par NOEST,Spot LED Orient
12629,17521,CLT_01847,B2C,Returning,2024-05-24,Béchar,Électricité,Spot LED Orientable (lumière blanche) - 3 watt,5.0,752.2,Paiement à la livraison,En livraison par NOEST,Spot LED Orient
12652,17412,CLT_02316,B2C,New,2024-05-12,Tipaza,Électricité,Interrupteur va et vient Acrylique - Doré,2.0,702.05,Paiement à la livraison,Retour NOEST,Interrupteur va
12684,17689,CLT_03765,B2C,Returning,2024-06-15,Mascara,Sanitaire,Capteur de débit pour chauffe-eau à T° const,1.0,423.97,Paiement à la livraison,En livraison par NOEST,Capteur de débi
12702,16014,CLT_03080,B2C,Returning,2023-12-20,Alger,Sanitaire,Rallonge du conduit de fumée concentrique (50 cm) chauffe-eau 12L,1.0,1084.99,Espèces - Bureau E-com,Partiellement remboursée,Rallonge du con
12716,14541,CLT_03080,B2C,Returning,2023-07-17,Boumerdès,Sanitaire,Rallonge du conduit de fumée concentrique (1m) chauffe-eau 12L,1.0,1094.11,Paiement à la livraison,Retour NOEST,Rallonge du con
12723,17695,CLT_02826,B2C,New,2024-06-15,Oran,Électricité,Protecteur de tension et courant réglable PTDR3.40A,1.0,1791.6,Paiement à la livraison,En livraison par NOEST,Protecteur de t
12765,17661,CLT_01636,B2C,Returning,2024-06-11,Aïn Defla,Électricité,Protecteur de tension et courant réglable PTDR5.63A,1.0,1595.58,Paiement à la livraison,En livraison par NOEST,Protecteur de t
12766,13444,CLT_03453,B2C,Returning,2023-02-19,Alger,Électricité,Variateur 400W DIAA Glass,5.0,3528.5,Paiement à la livraison,Retour NOEST,Variateur 400W
12770,17536,CLT_03122,B2C,New,2024-05-25,Alger,Électricité,Protecteur de tension et courant réglable PTDR5.63A,2.0,3191.15,Paiement à la livraison,En livraison par NOEST,Protecteur de t
12835,17438,CLT_03949,B2C,New,2024-05-14,Alger,Électricité,Cadre appareillage externe doublé DIAA - Noir,4.0,838.82,Paiement à la livraison,Retour NOEST,Cadre appareill
12877,17623,CLT_03968,B2C,New,2024-06-09,Jijel,Électricité,Télérupteur TLE04,12.0,14442.25,Virement / Versement  bancaire,En livraison par NOEST,Télérupteur TLE
12934,17688,CLT_03972,B2C,New,2024-06-14,Béjaïa,Électricité,Protecteur de tension et courant réglable PTDR5.63A,1.0,1595.58,Paiement à la livraison,En livraison par NOEST,Protecteur de t
12954,14647,CLT_01426,B2C,New,2023-08-02,Ain Salah,Électricité,Prise satellite Acrylique DIAA - Doré,2.0,893.52,Paiement à la livraison,Retour NOEST,Prise satellite
12971,17726,CLT_02607,B2C,New,2024-06-20,Oran,Électricité,Prise de protection réglable,2.0,2081.91,CIB / EDAHABIA,En livraison par NOEST,Prise de protec
12976,17677,CLT_00191,B2C,New,2024-06-14,Adrar,Sanitaire,Robinet cuisinière (G1/2),1.0,857.78,CIB / EDAHABIA,En livraison par NOEST,Robinet cuisini
12993,15011,CLT_01740,B2C,New,2023-09-17,Mostaganem,Électricité,Détecteur de mouvement DIAA Métal,1.0,888.96,Paiement à la livraison,Partiellement remboursée,Détecteur de mo
13027,17727,CLT_00702,B2C,New,2024-06-20,Tiaret,Sanitaire,Rallonge du conduit de fumée concentrique (1m) chauffe-eau 12L,1.0,1413.22,Paiement à la livraison,En livraison par NOEST,Rallonge du con
13028,17683,CLT_01086,B2C,Returning,2024-06-14,Tlemcen,Électricité,Interrupteur simple NOOR,14.0,2169.98,Paiement à la livraison,En livraison par NOEST,Interrupteur si
13052,12700,CLT_01567,B2C,New,2022-12-07,Saïda,Électricité,Interrupteur différentiel sensible 30mA IDE2.2P63,2.0,3902.32,Paiement à la livraison,Retour NOEST,Interrupteur di
13054,14319,CLT_03616,B2C,New,2023-06-15,Oran,Sanitaire,Chauffe-eau à allumage Piézo 6L-Gaz naturel,1.0,18964.57,Paiement à la livraison,Retour NOEST,Chauffe-eau à a
13121,17571,CLT_03776,B2C,Returning,2024-06-01,Blida,Sanitaire,Brûleur pour chauffe-eau à T° const WCT 12L,1.0,683.82,Paiement à la livraison,En livraison par NOEST,Brûleur pour ch
13134,14876,CLT_03672,B2C,New,2023-08-31,Alger,Électricité,Protecteur de tension réglable PTDR2 63 A,1.0,2831.01,Paiement à la livraison,Retour NOEST,Protecteur de t
13162,17139,CLT_03080,B2C,Returning,2024-04-11,Sidi Bel Abbès,Menuiserie,Poignée de Porte Intérieur Victoria à Canon - Avec la porte,14.0,0.0,Paiement à la livraison,Partiellement payé,Poignée de Port
13200,17521,CLT_01847,B2C,Returning,2024-05-24,Béchar,Électricité,Interrupteur triple allumage NOOR,1.0,227.94,Paiement à la livraison,En livraison par NOEST,Interrupteur tr
13209,17529,CLT_02007,B2C,Returning,2024-05-24,Tlemcen,Sanitaire,Echangeur 10L,6.0,62911.3,Paiement à la livraison,En livraison par NOEST,Echangeur 10L
13221,15086,CLT_01033,B2C,New,2023-09-25,Annaba,Sanitaire,Mitigeur Acacia,1.0,16356.94,Paiement à la livraison,Retour NOEST,Mitigeur Acacia
13238,17535,CLT_03673,B2C,Returning,2024-05-25,Khenchela,Sanitaire,Capteur de débit pour chauffe-eau à T° const,1.0,638.23,Paiement à la livraison,En livraison par NOEST,Capteur de débi
13250,17536,CLT_03122,B2C,New,2024-05-25,Alger,Électricité,Tableau de distribution 36 modules,1.0,3145.57,Paiement à la livraison,En livraison par NOEST,Tableau de dist
13259,17578,CLT_02028,B2C,New,2024-06-01,Djelfa,Électricité,Portillon Electricité,1.0,1467.93,Paiement à la livraison,En livraison par NOEST,Portillon Elect
